date,state,enrolment_count,coverage_ratio,unique_locations,total_location_updates,location_anomaly_flag,biometric_match_count,demographic_similarity_score,fraud_cluster,fraud_risk_score
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Gujarat,24177,0.546397577291629,4,129,1,88,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Haryana,7100,0.4238552922213599,4,129,1,59,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Himachal Pradesh,7078,0.4680288302585466,4,129,1,53,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
29-11-2025,Andhra Pradesh,50230,0.35004460054635667,4,129,1,25,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
25-12-2025,Telangana,20490,0.3046613634674002,8,1314,1,238,1,0,135.75849819370376
